[rosmaster.main][INFO] 2020-09-15 01:10:49,841: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-09-15 01:10:49,842: Starting ROS Master Node
[rosmaster.master][INFO] 2020-09-15 01:10:53,828: +PARAM [/move_base/DWAPlannerROS/max_scaling_factor] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,829: +PARAM [/move_base/DWAPlannerROS/vx_samples] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,830: +PARAM [/move_base/DWAPlannerROS/vy_samples] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,831: +PARAM [/move_base/DWAPlannerROS/vth_samples] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,832: +PARAM [/move_base/DWAPlannerROS/use_dwa] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,834: +PARAM [/move_base/DWAPlannerROS/restore_defaults] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,856: +SERVICE [/move_base/make_plan] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,858: +SERVICE [/move_base/clear_costmaps] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,864: +PARAM [/move_base/conservative_reset/reset_distance] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,867: +PARAM [/move_base/aggressive_reset/reset_distance] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,886: +PUB [/move_base/result] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,887: +PUB [/move_base/feedback] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,889: +PUB [/move_base/status] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,896: +SUB [/move_base/goal] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,902: +SUB [/move_base/cancel] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,903: +SERVICE [/move_base/set_parameters] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,905: +PUB [/move_base/parameter_descriptions] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,906: +PUB [/move_base/parameter_updates] /move_base http://192.168.43.172:38425/
[rosmaster.master][INFO] 2020-09-15 01:10:53,918: +PARAM [/move_base/base_global_planner] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,920: +PARAM [/move_base/base_local_planner] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,921: +PARAM [/move_base/planner_frequency] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,922: +PARAM [/move_base/controller_frequency] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,924: +PARAM [/move_base/planner_patience] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,926: +PARAM [/move_base/controller_patience] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,927: +PARAM [/move_base/max_planning_retries] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,929: +PARAM [/move_base/conservative_reset_dist] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,930: +PARAM [/move_base/recovery_behavior_enabled] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,931: +PARAM [/move_base/clearing_rotation_allowed] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,932: +PARAM [/move_base/shutdown_costmaps] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,934: +PARAM [/move_base/oscillation_timeout] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,935: +PARAM [/move_base/oscillation_distance] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,936: +PARAM [/move_base/restore_defaults] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,938: +PARAM [/move_base/base_global_planner] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,940: +PARAM [/move_base/base_local_planner] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,941: +PARAM [/move_base/planner_frequency] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,942: +PARAM [/move_base/controller_frequency] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,944: +PARAM [/move_base/planner_patience] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,945: +PARAM [/move_base/controller_patience] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,947: +PARAM [/move_base/max_planning_retries] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,948: +PARAM [/move_base/conservative_reset_dist] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,949: +PARAM [/move_base/recovery_behavior_enabled] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,950: +PARAM [/move_base/clearing_rotation_allowed] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,952: +PARAM [/move_base/shutdown_costmaps] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,953: +PARAM [/move_base/oscillation_timeout] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,954: +PARAM [/move_base/oscillation_distance] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:53,955: +PARAM [/move_base/restore_defaults] by /move_base
[rosmaster.master][INFO] 2020-09-15 01:10:54,778: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:54,780: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:54,782: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:54,784: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:54,786: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:54,787: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:56,824: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:56,827: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:56,829: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:56,831: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:56,834: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:56,836: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:58,864: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:58,866: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:58,870: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:58,872: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:58,874: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:10:58,876: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:00,914: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:00,917: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:00,919: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:00,922: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:00,926: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:00,928: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:02,960: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:02,961: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:02,963: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:02,964: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:02,965: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:02,967: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:05,008: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:05,010: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:05,012: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:05,014: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:05,016: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:05,018: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:07,057: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:07,061: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:07,063: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:07,065: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:07,067: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:07,069: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:07,353: +PARAM [/roslaunch/uris/host_192_168_43_192__44213] by /roslaunch
[rosmaster.master][INFO] 2020-09-15 01:11:07,400: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-09-15 01:11:07,400: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-09-15 01:11:07,837: +PUB [/rosout] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:07,846: +SERVICE [/rviz/get_loggers] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:07,856: +SERVICE [/rviz/set_logger_level] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:07,872: publisherUpdate[/rosout] -> http://192.168.43.172:37923/ ['http://192.168.43.172:38489/', 'http://192.168.43.172:33563/', 'http://192.168.43.172:44915/', 'http://192.168.43.172:36451/', 'http://192.168.43.172:36055/', 'http://192.168.43.172:45213/', 'http://192.168.43.172:38859/', 'http://192.168.43.172:43149/', 'http://192.168.43.172:35077/', 'http://192.168.43.172:38425/', 'http://192.168.43.172:43527/', 'http://192.168.43.172:46283/', 'http://192.168.43.172:35699/', 'http://192.168.43.192:35457/']
[rosmaster.master][INFO] 2020-09-15 01:11:07,878: publisherUpdate[/rosout] -> http://192.168.43.172:37923/ ['http://192.168.43.172:38489/', 'http://192.168.43.172:33563/', 'http://192.168.43.172:44915/', 'http://192.168.43.172:36451/', 'http://192.168.43.172:36055/', 'http://192.168.43.172:45213/', 'http://192.168.43.172:38859/', 'http://192.168.43.172:43149/', 'http://192.168.43.172:35077/', 'http://192.168.43.172:38425/', 'http://192.168.43.172:43527/', 'http://192.168.43.172:46283/', 'http://192.168.43.172:35699/', 'http://192.168.43.192:35457/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2020-09-15 01:11:08,240: +SUB [/tf] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:08,358: +SUB [/tf_static] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:08,413: +PUB [/initialpose] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:08,433: +PUB [/goal] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:08,474: publisherUpdate[/initialpose] -> http://192.168.43.172:43527/ ['http://192.168.43.192:35457/']
[rosmaster.master][INFO] 2020-09-15 01:11:08,479: publisherUpdate[/initialpose] -> http://192.168.43.172:43527/ ['http://192.168.43.192:35457/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-09-15 01:11:08,525: +SUB [/map] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:08,585: +SUB [/map_updates] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:08,681: +SUB [/move_base/DWAPlannerROS/trajectory_cloud] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:08,835: +SUB [/move_base/DWAPlannerROS/local_plan] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:09,102: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:09,104: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:09,105: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:09,107: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:09,109: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:09,110: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:09,166: +SUB [/move_base/DWAPlannerROS/cost_cloud] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:09,462: +SUB [/move_base/local_costmap/costmap] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:09,961: +SUB [/move_base/local_costmap/costmap_updates] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,263: +SUB [/move_base/global_costmap/costmap] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,303: +SUB [/move_base/global_costmap/costmap_updates] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,341: +SUB [/move_base/DWAPlannerROS/global_plan] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,392: +SUB [/scan] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,427: +SUB [/particlecloud] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,477: +SUB [/move_base/NavfnROS/plan] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,486: -PUB [/goal] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,503: -PUB [/initialpose] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,526: +PUB [/initialpose] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,559: +PUB [/goal] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,581: publisherUpdate[/initialpose] -> http://192.168.43.172:43527/ []
[rosmaster.master][INFO] 2020-09-15 01:11:10,588: publisherUpdate[/initialpose] -> http://192.168.43.172:43527/ []: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2020-09-15 01:11:10,589: publisherUpdate[/initialpose] -> http://192.168.43.172:43527/ ['http://192.168.43.192:35457/']
[rosmaster.master][INFO] 2020-09-15 01:11:10,595: publisherUpdate[/initialpose] -> http://192.168.43.172:43527/ ['http://192.168.43.192:35457/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-09-15 01:11:10,601: +PUB [/move_base_simple/goal] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,656: -PUB [/goal] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:10,684: publisherUpdate[/move_base_simple/goal] -> http://192.168.43.172:38425/ ['http://192.168.43.192:35457/']
[rosmaster.master][INFO] 2020-09-15 01:11:10,687: publisherUpdate[/move_base_simple/goal] -> http://192.168.43.172:38425/ ['http://192.168.43.192:35457/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-09-15 01:11:10,753: +PUB [/clicked_point] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:11,151: +SERVICE [/rviz/reload_shaders] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:11,155: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:11,158: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:11,160: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:11,163: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:11,164: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:11,166: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:11,221: +SERVICE [/rviz/load_config] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:11,288: +SERVICE [/rviz/save_config] /rviz http://192.168.43.192:35457/
[rosmaster.master][INFO] 2020-09-15 01:11:13,206: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:13,208: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:13,209: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:13,211: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:13,212: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:13,213: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:15,265: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:15,267: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:15,270: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:15,271: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:15,273: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:15,275: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:17,306: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:17,308: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:17,310: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:17,312: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:17,317: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:17,319: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:19,350: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:19,351: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:19,353: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:19,354: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:19,356: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:19,359: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:21,399: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:21,401: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:21,403: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:21,407: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:21,409: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:21,411: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:23,448: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:23,454: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:23,457: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:23,458: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:23,459: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:23,461: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:25,494: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:25,497: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:25,499: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:25,502: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:25,505: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:25,507: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:27,545: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:27,548: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:27,550: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:27,552: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:27,553: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:27,555: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:29,590: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:29,592: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:29,594: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:29,595: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:29,597: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:29,599: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:31,638: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:31,640: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:31,644: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:31,647: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:31,649: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:31,651: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:33,677: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:33,680: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:33,682: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:33,684: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:33,686: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:33,688: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:35,727: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:35,731: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:35,735: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:35,737: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:35,739: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:35,741: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:37,774: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:37,779: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:37,782: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:37,784: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:37,785: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:37,786: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:39,812: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:39,814: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:39,815: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:39,816: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:39,818: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:39,820: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:41,861: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:41,863: +PARAM [/amcl/initial_pose_y] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:41,865: +PARAM [/amcl/initial_pose_a] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:41,867: +PARAM [/amcl/initial_cov_xx] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:41,869: +PARAM [/amcl/initial_cov_yy] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:41,871: +PARAM [/amcl/initial_cov_aa] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:43,902: +PARAM [/amcl/initial_pose_x] by /amcl
[rosmaster.master][INFO] 2020-09-15 01:11:43,905: +PARAM [/amcl/initial_pose_y] by /amcl
